region,fiscal_year,value,agent,method,suburb
Western Metropolitan,2018,755000,hockingstuart/Biggin,S,Yarraville
Western Metropolitan,2018,890000,Nelson,SP,Airport West
Western Metropolitan,2018,975000,Nelson,S,Airport West
Western Metropolitan,2018,891000,Nelson,S,Airport West
Western Metropolitan,2018,700000,Barry,SP,Airport West
Southern Metropolitan,2018,1650000,The,S,Albert Park
Northern Metropolitan,2018,1480000,Jellis,SP,Alphington
Northern Metropolitan,2018,2420000,Nelson,PI,Alphington
Western Metropolitan,2018,1815000,Williams,S,Altona
Western Metropolitan,2018,600000,Burnham,S,Altona Meadows
Western Metropolitan,2018,700000,hockingstuart,SP,Altona North
Western Metropolitan,2018,624000,Barry,S,Ardeer
Southern Metropolitan,2018,775000,hockingstuart,S,Armadale
Southern Metropolitan,2018,561500,hockingstuart,S,Armadale
Southern Metropolitan,2018,401000,hockingstuart,S,Armadale
Western Metropolitan,2018,1050000,Nelson,VB,Ascot Vale
Southern Metropolitan,2018,2850500,Jellis,S,Ashburton
Southern Metropolitan,2018,1400000,hockingstuart,VB,Ashburton
South-Eastern Metropolitan,2018,1095000,Buxton,S,Aspendale
South-Eastern Metropolitan,2018,1015000,Ray,S,Aspendale Gardens
Western Metropolitan,2018,904000,Moonee,S,Avondale Heights
Western Metropolitan,2018,680000,Moonee,S,Avondale Heights
Western Metropolitan,2018,725000,Harcourts,S,Avondale Heights
Southern Metropolitan,2018,652000,McGrath,SP,Balaclava
Southern Metropolitan,2018,2800000,hockingstuart,PI,Balwyn
Southern Metropolitan,2018,2360000,Fletchers,PI,Balwyn
Southern Metropolitan,2018,4000000,Jellis,PI,Balwyn
Southern Metropolitan,2018,2140000,Jellis,S,Balwyn
Southern Metropolitan,2018,1600000,Fletchers,VB,Balwyn
Southern Metropolitan,2018,1250000,hockingstuart,VB,Balwyn North
Southern Metropolitan,2018,1190000,Bekdon,VB,Balwyn North
Southern Metropolitan,2018,1510000,Fletchers,PI,Balwyn North
Southern Metropolitan,2018,2255000,Fletchers,PI,Balwyn North
Southern Metropolitan,2018,1905000,Noel,PI,Balwyn North
Southern Metropolitan,2018,1820000,Chisholm,SP,Beaumaris
Southern Metropolitan,2018,1645000,Bayside,S,Beaumaris
Southern Metropolitan,2018,1674000,hockingstuart,S,Beaumaris
Southern Metropolitan,2018,1550000,Buxton,S,Beaumaris
Southern Metropolitan,2018,3720000,Hodges,S,Beaumaris
Southern Metropolitan,2018,1880000,McGrath,S,Beaumaris
Southern Metropolitan,2018,1625000,Janice,SP,Bentleigh
Southern Metropolitan,2018,1700000,Buxton,VB,Bentleigh
Southern Metropolitan,2018,1605000,Buxton,S,Bentleigh
Southern Metropolitan,2018,1350000,Buxton,S,Bentleigh
Southern Metropolitan,2018,920000,Buxton,S,Bentleigh
Southern Metropolitan,2018,1300000,hockingstuart,VB,Bentleigh
Southern Metropolitan,2018,871000,Jellis,S,Bentleigh East
Southern Metropolitan,2018,1260000,Thomson,S,Bentleigh East
Southern Metropolitan,2018,883000,Buxton,S,Bentleigh East
Southern Metropolitan,2018,1155000,Jellis,S,Bentleigh East
Southern Metropolitan,2018,1282000,Jellis,S,Bentleigh East
Southern Metropolitan,2018,1015000,Woodards,S,Bentleigh East
Southern Metropolitan,2018,1180000,Buxton,S,Bentleigh East
Southern Metropolitan,2018,1669000,Jellis,S,Bentleigh East
Southern Metropolitan,2018,1146000,Buxton,S,Bentleigh East
Southern Metropolitan,2018,800000,Buxton,PI,Bentleigh East
Southern Metropolitan,2018,950000,Buxton,VB,Black Rock
Southern Metropolitan,2018,1980000,hockingstuart,S,Black Rock
Eastern Metropolitan,2018,1670000,Jellis,S,Blackburn
Eastern Metropolitan,2018,750000,hockingstuart,PI,Blackburn North
Eastern Metropolitan,2018,1300000,McGrath,SP,Blackburn North
Eastern Metropolitan,2018,850000,Fletchers,VB,Blackburn North
Eastern Metropolitan,2018,1400000,Jellis,VB,Blackburn South
Eastern Metropolitan,2018,870000,Fletchers,VB,Blackburn South
Eastern Metropolitan,2018,975000,Noel,VB,Blackburn South
Eastern Metropolitan,2018,2128888,Buxton,S,Box Hill
Western Metropolitan,2018,801500,Bells,S,Braybrook
Southern Metropolitan,2018,975000,Marshall,VB,Brighton
Southern Metropolitan,2018,1925000,Marshall,VB,Brighton
Southern Metropolitan,2018,3590000,Nick,S,Brighton
Southern Metropolitan,2018,1826000,Jellis,S,Brighton
Southern Metropolitan,2018,1250000,Marshall,VB,Brighton
Southern Metropolitan,2018,2500000,Buxton,S,Brighton
Southern Metropolitan,2018,2300000,Nick,PI,Brighton
Southern Metropolitan,2018,970000,hockingstuart,SP,Brighton
Southern Metropolitan,2018,1840000,Marshall,S,Brighton East
Southern Metropolitan,2018,1736000,Buxton,S,Brighton East
Southern Metropolitan,2018,1700000,Buxton,S,Brighton East
Southern Metropolitan,2018,1850000,Kay,VB,Brighton East
Southern Metropolitan,2018,2500000,Hodges,S,Brighton East
Southern Metropolitan,2018,2070000,Marshall,PI,Brighton East
Southern Metropolitan,2018,1555000,Buxton,S,Brighton East
Southern Metropolitan,2018,2500000,Marshall,VB,Brighton East
Southern Metropolitan,2018,2000000,Marshall,VB,Brighton East
Northern Metropolitan,2018,560000,Barry,S,Broadmeadows
Northern Metropolitan,2018,770000,RW,S,Broadmeadows
Northern Metropolitan,2018,711000,Stockdale,S,Broadmeadows
Northern Metropolitan,2018,653000,YPA,S,Broadmeadows
Northern Metropolitan,2018,407500,YPA,S,Broadmeadows
Northern Metropolitan,2018,560000,@Realty,PI,Broadmeadows
Northern Metropolitan,2018,1500000,Nelson,VB,Brunswick
Northern Metropolitan,2018,790000,Nelson,S,Brunswick
Northern Metropolitan,2018,1100000,Nelson,S,Brunswick
Northern Metropolitan,2018,1325000,Jellis,S,Brunswick
Northern Metropolitan,2018,1126000,Nelson,S,Brunswick
Northern Metropolitan,2018,1355000,Nelson,S,Brunswick
Northern Metropolitan,2018,900000,Nelson,SP,Brunswick
Northern Metropolitan,2018,915000,Nelson,SP,Brunswick
Northern Metropolitan,2018,570000,Walshe,PI,Brunswick
Northern Metropolitan,2018,1160000,Jellis,PI,Brunswick
Northern Metropolitan,2018,1661000,Nelson,S,Brunswick
Northern Metropolitan,2018,925000,Jellis,S,Brunswick East
Northern Metropolitan,2018,530000,Nelson,VB,Brunswick East
Northern Metropolitan,2018,950000,Brad,VB,Brunswick West
Northern Metropolitan,2018,1326000,Nelson,S,Brunswick West
Northern Metropolitan,2018,1250000,Alexkarbon,S,Brunswick West
Northern Metropolitan,2018,1440200,Barry,S,Brunswick West
Northern Metropolitan,2018,1345000,Nelson,S,Brunswick West
Eastern Metropolitan,2018,1337000,Jellis,S,Bulleen
Eastern Metropolitan,2018,1310000,Jellis,VB,Bulleen
Northern Metropolitan,2018,785000,Barry,S,Bundoora
Southern Metropolitan,2018,1217500,Fletchers,S,Burwood
Southern Metropolitan,2018,1308000,Buxton,SP,Burwood
Southern Metropolitan,2018,1461000,Buxton,S,Burwood
Southern Metropolitan,2018,1388000,Buxton,SP,Burwood
Eastern Metropolitan,2018,980000,RT,VB,Burwood East
Eastern Metropolitan,2018,1177000,hockingstuart,S,Burwood East
Eastern Metropolitan,2018,1290000,Noel,S,Burwood East
Eastern Metropolitan,2018,1140000,Buxton,S,Burwood East
Eastern Metropolitan,2018,1177000,hockingstuart,S,Burwood East
Southern Metropolitan,2018,2175000,Jellis,VB,Camberwell
Southern Metropolitan,2018,1700000,Fletchers,VB,Camberwell
Southern Metropolitan,2018,730000,Noel,S,Camberwell
Southern Metropolitan,2018,2200000,Noel,PI,Camberwell
Southern Metropolitan,2018,2175000,Marshall,S,Camberwell
Southern Metropolitan,2018,1150000,Jellis,PI,Camberwell
Southern Metropolitan,2018,1650000,Fletchers,VB,Camberwell
Northern Metropolitan,2018,430000,Raine,S,Campbellfield
Northern Metropolitan,2018,350000,Raine,PI,Campbellfield
Northern Metropolitan,2018,412000,Whiting,S,Carlton
Northern Metropolitan,2018,665000,Harrington,S,Carlton North
Northern Metropolitan,2018,1065000,Woodards,S,Carlton North
Southern Metropolitan,2018,333000,Gary,S,Carnegie
Southern Metropolitan,2018,920000,Gary,S,Carnegie
South-Eastern Metropolitan,2018,870000,Buxton,PI,Carrum
South-Eastern Metropolitan,2018,788000,Ray,S,Carrum
South-Eastern Metropolitan,2018,562500,Harcourts,S,Carrum Downs
South-Eastern Metropolitan,2018,510000,Munn,SA,Carrum Downs
South-Eastern Metropolitan,2018,550000,Harcourts,S,Carrum Downs
Southern Metropolitan,2018,1545000,Gary,S,Caulfield North
Southern Metropolitan,2018,1530000,Gary,S,Caulfield South
Southern Metropolitan,2018,1425000,Gary,PI,Caulfield South
Southern Metropolitan,2018,1101000,Gary,S,Caulfield South
Southern Metropolitan,2018,2000000,Gary,PI,Caulfield South
Southern Metropolitan,2018,1300000,McGrath,S,Chadstone
Southern Metropolitan,2018,960000,Barry,PI,Chadstone
Southern Metropolitan,2018,875000,Buxton,VB,Cheltenham
Southern Metropolitan,2018,1305000,Marshall,S,Cheltenham
South-Eastern Metropolitan,2018,1425000,Buxton,S,Clarinda
South-Eastern Metropolitan,2018,1020000,Buxton,S,Clayton South
South-Eastern Metropolitan,2018,665500,Hodges,S,Clayton South
Northern Metropolitan,2018,935000,Miles,S,Clifton Hill
Northern Metropolitan,2018,900000,Jellis,VB,Clifton Hill
Northern Metropolitan,2018,580000,Domain,S,Clifton Hill
Northern Metropolitan,2018,1010000,Jellis,PI,Clifton Hill
Northern Metropolitan,2018,472500,Woodards,S,Coburg
Northern Metropolitan,2018,881000,Brad,SP,Coburg
Northern Metropolitan,2018,857000,Barry,S,Coburg
Northern Metropolitan,2018,295000,Walshe,S,Coburg
Northern Metropolitan,2018,1000000,McGrath,PI,Coburg
Northern Metropolitan,2018,1025000,Barry,S,Coburg
Northern Metropolitan,2018,1115000,Barry,S,Coburg North
Northern Metropolitan,2018,1110000,Kay,PI,Collingwood
Northern Metropolitan,2018,2330000,Woodards,S,Collingwood
Northern Metropolitan,2018,550000,Barry,PI,Coolaroo
Northern Metropolitan,2018,750000,Barry,S,Craigieburn
Northern Metropolitan,2018,730000,Brad,PI,Craigieburn
Northern Metropolitan,2018,530000,Barry,VB,Craigieburn
Northern Metropolitan,2018,540000,Stockdale,SP,Craigieburn
Northern Metropolitan,2018,619500,Barry,S,Craigieburn
Northern Metropolitan,2018,592500,Ray,S,Craigieburn
Northern Metropolitan,2018,696000,Ray,S,Craigieburn
Northern Metropolitan,2018,500000,Barry,VB,Craigieburn
Northern Metropolitan,2018,430000,LITTLE,VB,Craigieburn
Northern Metropolitan,2018,1410000,Biggin,S,Cremorne
Eastern Metropolitan,2018,1220000,McGrath,PI,Croydon
Eastern Metropolitan,2018,676000,hockingstuart,S,Croydon
Eastern Metropolitan,2018,691000,Philip,S,Croydon
Eastern Metropolitan,2018,760000,McGrath,VB,Croydon
Eastern Metropolitan,2018,970000,Noel,VB,Croydon Hills
Northern Metropolitan,2018,434000,hockingstuart,S,Dallas
South-Eastern Metropolitan,2018,611000,O'Brien,S,Dandenong
South-Eastern Metropolitan,2018,690000,Harcourts,S,Dandenong North
South-Eastern Metropolitan,2018,850000,Ray,PI,Dandenong North
Southern Metropolitan,2018,862500,Garvey,S,Deepdene
Western Metropolitan,2018,545000,Stockdale,S,Deer Park
Northern Victoria,2018,1100000,Morrison,PI,Diamond Creek
Western Metropolitan,2018,485000,Raine,SP,Diggers Rest
South-Eastern Metropolitan,2018,1130000,Buxton,S,Dingley Village
South-Eastern Metropolitan,2018,883500,Buxton,SP,Dingley Village
South-Eastern Metropolitan,2018,900000,Ray,PI,Dingley Village
South-Eastern Metropolitan,2018,870000,Buxton,S,Dingley Village
South-Eastern Metropolitan,2018,880000,Buxton,PI,Dingley Village
Eastern Metropolitan,2018,1200000,Jellis,S,Doncaster East
Eastern Metropolitan,2018,1240000,The,PI,Doncaster East
Eastern Metropolitan,2018,1610000,Jellis,PI,Doncaster East
Eastern Metropolitan,2018,1015000,Barry,SP,Doncaster East
Eastern Metropolitan,2018,1200000,Jellis,VB,Doncaster East
Eastern Metropolitan,2018,1136000,Barry,S,Donvale
Eastern Metropolitan,2018,1660000,Fletchers,S,Donvale
Northern Victoria,2018,537000,Barry,SP,Doreen
Northern Victoria,2018,530000,Barry,S,Doreen
Northern Victoria,2018,970000,Ray,SP,Doreen
Northern Victoria,2018,490000,YPA,S,Doreen
Eastern Metropolitan,2018,704000,Nelson,S,Eaglemont
Eastern Metropolitan,2018,1950000,Miles,SP,Eaglemont
South-Eastern Metropolitan,2018,1157000,Buxton,S,Edithvale
South-Eastern Metropolitan,2018,872000,O'Brien,S,Edithvale
South-Eastern Metropolitan,2018,522000,Area,S,Edithvale
Southern Metropolitan,2018,2245000,Gary,S,Elsternwick
Southern Metropolitan,2018,2200000,Gary,VB,Elsternwick
Southern Metropolitan,2018,2100000,Biggin,VB,Elsternwick
Southern Metropolitan,2018,560000,Biggin,PI,Elsternwick
Southern Metropolitan,2018,2235000,Biggin,S,Elsternwick
Southern Metropolitan,2018,670000,hockingstuart,S,Elsternwick
Southern Metropolitan,2018,635000,Biggin,S,Elsternwick
Eastern Metropolitan,2018,1165000,Jellis,S,Eltham
Eastern Metropolitan,2018,1135000,Buckingham,S,Eltham
Eastern Metropolitan,2018,664000,Barry,S,Eltham
Eastern Metropolitan,2018,728500,Barry,S,Eltham
Eastern Metropolitan,2018,1250000,Jellis,S,Eltham
Eastern Metropolitan,2018,800000,Morrison,SP,Eltham North
Southern Metropolitan,2018,723000,Chisholm,S,Elwood
Southern Metropolitan,2018,1920000,Marshall,VB,Elwood
Southern Metropolitan,2018,1078000,hockingstuart,S,Elwood
Southern Metropolitan,2018,1300000,Wilson,PI,Elwood
Southern Metropolitan,2018,2450000,Chisholm,VB,Elwood
South-Eastern Metropolitan,2018,1090000,REMAX,SP,Endeavour Hills
Northern Metropolitan,2018,600000,hockingstuart,S,Epping
Northern Metropolitan,2018,452000,Love,SP,Epping
Northern Metropolitan,2018,600000,HAR,S,Epping
Northern Metropolitan,2018,670000,HAR,S,Epping
Western Metropolitan,2018,1725000,Nelson,S,Essendon
Western Metropolitan,2018,468000,Nelson,S,Essendon
Western Metropolitan,2018,1570000,Nelson,S,Essendon
Western Metropolitan,2018,1955000,Nelson,S,Essendon
Western Metropolitan,2018,1500000,Brad,SP,Essendon
Western Metropolitan,2018,672500,Nelson,S,Essendon
Western Metropolitan,2018,818000,Brad,S,Essendon
Western Metropolitan,2018,1556000,Nelson,S,Essendon
Western Metropolitan,2018,650000,Frank,SP,Essendon
Western Metropolitan,2018,615000,Frank,SP,Essendon
Northern Metropolitan,2018,360000,Nelson,VB,Fairfield
Northern Metropolitan,2018,750000,Jellis,S,Fawkner
Northern Metropolitan,2018,750000,Brad,S,Fawkner
Northern Metropolitan,2018,740000,Harcourts,PI,Fawkner
Northern Metropolitan,2018,865000,Barry,S,Fawkner
Northern Metropolitan,2018,600000,Brad,VB,Fawkner
Northern Metropolitan,2018,785000,Woodards,S,Fitzroy
Northern Metropolitan,2018,1595000,Nelson,S,Fitzroy
Northern Metropolitan,2018,2625000,Nelson,S,Fitzroy
Northern Metropolitan,2018,1780000,Jellis,S,Fitzroy North
Northern Metropolitan,2018,2002000,Jellis,S,Fitzroy North
Northern Metropolitan,2018,1850000,Nelson,S,Fitzroy North
Northern Metropolitan,2018,992000,Nelson,S,Fitzroy North
Northern Metropolitan,2018,1125000,Ray,S,Fitzroy North
Northern Metropolitan,2018,371000,Nelson,SP,Flemington
Western Metropolitan,2018,408000,Jas,S,Footscray
Western Metropolitan,2018,900000,RT,S,Footscray
Western Metropolitan,2018,343000,McGrath,SP,Footscray
Eastern Metropolitan,2018,705000,Woodards,PI,Forest Hill
Eastern Metropolitan,2018,880000,Philip,S,Forest Hill
South-Eastern Metropolitan,2018,654000,hockingstuart,S,Frankston
South-Eastern Metropolitan,2018,980000,hockingstuart,S,Frankston South
Northern Victoria,2018,513500,Raine,S,Gisborne
Northern Victoria,2018,940000,RT,SP,Gisborne
Western Metropolitan,2018,615000,Raine,SP,Gladstone Park
Southern Metropolitan,2018,935000,Gary,S,Glen Huntly
Southern Metropolitan,2018,2225000,Marshall,S,Glen Iris
Southern Metropolitan,2018,480000,Jellis,VB,Glen Iris
Southern Metropolitan,2018,3845000,Marshall,S,Glen Iris
Southern Metropolitan,2018,1640000,hockingstuart,S,Glen Iris
Eastern Metropolitan,2018,2435000,Harcourts,SP,Glen Waverley
Eastern Metropolitan,2018,1260000,Stockdale,SP,Glen Waverley
Eastern Metropolitan,2018,740000,Harcourts,S,Glen Waverley
Eastern Metropolitan,2018,1450000,Barry,S,Glen Waverley
Northern Metropolitan,2018,725000,YPA,S,Glenroy
Northern Metropolitan,2018,772000,Stockdale,S,Glenroy
Northern Metropolitan,2018,950000,Morrison,SP,Greensborough
Northern Metropolitan,2018,810000,Darren,S,Greensborough
Northern Metropolitan,2018,850000,Nelson,SP,Greensborough
Northern Metropolitan,2018,720000,Jellis,SP,Greensborough
Northern Metropolitan,2018,890000,Jellis,S,Greensborough
Northern Metropolitan,2018,968000,Morrison,S,Greensborough
Northern Metropolitan,2018,755000,Nelson,S,Greensborough
Northern Metropolitan,2018,805000,Buckingham,S,Greensborough
Northern Metropolitan,2018,516000,HAR,S,Greenvale
Northern Metropolitan,2018,818000,Barry,S,Greenvale
Northern Metropolitan,2018,640000,Barry,S,Greenvale
Northern Metropolitan,2018,720000,YPA,S,Greenvale
Northern Metropolitan,2018,787000,Stockdale,S,Hadfield
Northern Metropolitan,2018,1060000,Eview,S,Hadfield
Southern Metropolitan,2018,1825000,G&H,PI,Hampton
Southern Metropolitan,2018,2450000,Upside,VB,Hampton
Southern Metropolitan,2018,700000,Jellis,VB,Hampton
Southern Metropolitan,2018,560000,Jellis,VB,Hawthorn
Southern Metropolitan,2018,1500000,Tim,S,Hawthorn
Southern Metropolitan,2018,5700000,Kay,VB,Hawthorn
Southern Metropolitan,2018,2350000,Jellis,VB,Hawthorn
Southern Metropolitan,2018,600000,Jellis,VB,Hawthorn
Southern Metropolitan,2018,1570000,Jellis,S,Hawthorn East
Southern Metropolitan,2018,679000,Marshall,PI,Hawthorn East
South-Eastern Metropolitan,2018,790000,Thomson,VB,Heatherton
Eastern Metropolitan,2018,1540000,Barry,S,Heathmont
Eastern Metropolitan,2018,910000,Barry,S,Heathmont
Eastern Metropolitan,2018,1160000,Barry,S,Heathmont
Eastern Metropolitan,2018,710000,Miles,SP,Heidelberg
Southern Metropolitan,2018,905000,Buxton,PI,Highett
Southern Metropolitan,2018,1550000,Charlton,PI,Highett
Southern Metropolitan,2018,1480000,Charlton,S,Highett
Western Metropolitan,2018,540000,Prof.,S,Hillside
Western Metropolitan,2018,740000,Prof.,S,Hillside
Western Metropolitan,2018,620000,Commercial,SP,Hoppers Crossing
Western Metropolitan,2018,570000,Triwest,S,Hoppers Crossing
Western Metropolitan,2018,691000,Ray,S,Hoppers Crossing
Western Metropolitan,2018,538000,Barry,S,Hoppers Crossing
Western Metropolitan,2018,645000,Ray,S,Hoppers Crossing
Western Metropolitan,2018,630000,Greg,PI,Hoppers Crossing
Western Metropolitan,2018,531000,PSP,SP,Hoppers Crossing
Western Metropolitan,2018,600500,hockingstuart,S,Hoppers Crossing
Eastern Metropolitan,2018,1262000,Miles,S,Ivanhoe
Eastern Metropolitan,2018,1950000,Miles,S,Ivanhoe
Eastern Metropolitan,2018,815000,Nelson,SP,Ivanhoe
Eastern Metropolitan,2018,1160000,Miles,VB,Ivanhoe
Eastern Metropolitan,2018,2579500,Nelson,S,Ivanhoe
Eastern Metropolitan,2018,572000,Nelson,S,Ivanhoe East
Eastern Metropolitan,2018,1490000,Miles,VB,Ivanhoe East
Eastern Metropolitan,2018,1930000,Miles,VB,Ivanhoe East
Northern Metropolitan,2018,600000,Stockdale,S,Jacana
Western Metropolitan,2018,800000,Brad,SP,Kealba
Western Metropolitan,2018,889000,Brad,S,Keilor
Western Metropolitan,2018,1011000,Nelson,S,Keilor East
Western Metropolitan,2018,550000,Moonee,VB,Keilor East
Western Metropolitan,2018,1070000,Nelson,S,Keilor East
Western Metropolitan,2018,780000,Nelson,S,Keilor East
Northern Metropolitan,2018,1390000,Nelson,S,Kensington
Northern Metropolitan,2018,502000,hockingstuart,SP,Kensington
Southern Metropolitan,2018,2280000,Marshall,PI,Kew
Southern Metropolitan,2018,2325000,Marshall,S,Kew
Southern Metropolitan,2018,617000,Domain,S,Kew
Southern Metropolitan,2018,1135000,Noel,SP,Kew
Southern Metropolitan,2018,2695000,Marshall,S,Kew
Southern Metropolitan,2018,2120000,Jellis,S,Kew East
Northern Metropolitan,2018,725000,Barry,S,Kingsbury
Western Metropolitan,2018,312000,Biggin,SP,Kingsville
Western Metropolitan,2018,930000,McGrath,SP,Kingsville
Northern Victoria,2018,565000,FN,SP,Kurunjang
Eastern Victoria,2018,690000,O'Brien,VB,Langwarrin
Western Metropolitan,2018,540000,Greg,VB,Laverton
Western Metropolitan,2018,450000,Greg,VB,Laverton
Eastern Metropolitan,2018,857500,Morrison,S,Lower Plenty
Eastern Metropolitan,2018,530000,Morrison,SP,Lower Plenty
